id,message_count,missing_messages
255,6,0
256,6,0
257,6,0
258,6,0
259,6,0
260,6,0
261,6,0
262,6,0
263,6,0
264,6,0
265,6,0
266,6,0
267,6,0
268,6,0
269,6,0
270,6,0
271,6,0
272,6,0
273,6,0
274,6,0
275,6,0
276,6,0
277,6,0
278,6,0
279,6,0
280,6,0
281,6,0
282,6,0
283,6,0
284,6,0
285,6,0
286,6,0
287,6,0
288,6,0
289,6,0
290,6,0
291,6,0
292,6,0
293,6,0
294,6,0
295,6,0
296,6,0
297,6,0
298,6,0
299,6,0
300,6,0
301,6,0
302,6,0
303,6,0
304,6,0
305,6,0
306,6,0
307,6,0
308,6,0
309,6,0
310,6,0
311,6,0
312,6,0
313,6,0
314,6,0
315,6,0
316,6,0
317,6,0
318,6,0
319,6,0
320,6,0
321,6,0
322,6,0
323,6,0
324,6,0
325,6,0
326,6,0
327,6,0
328,6,0
329,6,0
330,6,0
331,6,0
332,6,0
333,6,0
334,6,0
335,6,0
336,6,0
337,6,0
338,6,0
339,6,0
340,6,0
341,6,0
342,6,0
343,6,0
344,6,0
345,6,0
346,6,0
347,6,0
348,6,0
349,6,0
350,6,0
351,6,0
352,6,0
353,6,0
354,6,0
355,6,0
356,6,0
357,6,0
358,6,0
359,6,0
360,6,0
361,6,0
362,6,0
363,6,0
364,6,0
365,6,0
366,6,0
367,6,0
368,6,0
369,6,0
370,6,0
371,6,0
372,6,0
373,6,0
374,6,0
375,6,0
376,6,0
377,6,0
378,6,0
379,6,0
380,6,0
381,6,0
382,6,0
383,6,0
384,6,0
385,6,0
386,6,0
387,6,0
388,6,0
389,6,0
390,6,0
391,6,0
392,6,0
393,6,0
394,6,0
395,6,0
396,6,0
397,6,0
398,6,0
399,6,0
400,6,0
401,6,0
402,6,0
403,6,0
404,6,0
405,6,0
406,6,0
407,6,0
408,6,0
409,6,0
410,6,0
411,6,0
412,6,0
413,6,0
414,6,0
415,6,0
416,6,0
417,6,0
418,6,0
419,6,0
420,6,0
421,6,0
422,6,0
423,6,0
424,6,0
425,6,0
426,6,0
427,6,0
428,6,0
429,6,0
430,6,0
431,6,0
432,6,0
433,6,0
434,6,0
435,6,0
436,6,0
437,6,0
438,6,0
439,6,0
440,6,0
441,6,0
442,6,0
443,6,0
444,6,0
445,6,0
446,6,0
447,6,0
448,6,0
449,6,0
450,6,0
451,6,0
452,6,0
453,6,0
454,6,0
455,6,0
456,6,0
457,6,0
458,6,0
459,6,0
460,6,0
461,6,0
462,6,0
463,6,0
464,6,0
465,6,0
466,6,0
467,6,0
468,6,0
469,6,0
470,6,0
471,6,0
472,6,0
473,6,0
474,6,0
475,6,0
476,6,0
477,6,0
478,6,0
479,6,0
480,6,0
481,6,0
482,6,0
483,6,0
484,6,0
485,6,0
486,6,0
487,6,0
488,6,0
489,6,0
490,6,0
491,6,0
492,6,0
493,6,0
494,6,0
495,6,0
496,6,0
497,6,0
498,6,0
499,6,0
500,6,0
501,6,0
502,6,0
503,6,0
504,6,0
505,6,0
506,6,0
507,6,0
508,6,0
509,6,0
510,6,0
511,6,0
512,6,0
513,6,0
514,6,0
515,6,0
516,6,0
517,6,0
518,6,0
519,6,0
520,6,0
521,6,0
522,6,0
523,6,0
524,6,0
525,6,0
526,6,0
527,6,0
528,6,0
529,6,0
530,6,0
531,6,0
532,6,0
533,6,0
534,6,0
535,6,0
536,6,0
537,6,0
538,6,0
539,6,0
540,6,0
541,6,0
542,6,0
543,6,0
544,6,0
545,6,0
546,6,0
547,6,0
548,6,0
549,6,0
550,6,0
551,6,0
552,6,0
553,6,0
554,6,0
555,6,0
556,6,0
557,6,0
558,6,0
559,6,0
560,6,0
561,6,0
562,6,0
563,6,0
564,6,0
565,6,0
566,6,0
567,6,0
568,6,0
569,6,0
570,6,0
571,6,0
572,6,0
573,6,0
574,6,0
575,6,0
576,6,0
577,6,0
578,6,0
579,6,0
580,6,0
581,6,0
582,6,0
583,6,0
584,6,0
585,6,0
586,6,0
587,6,0
588,6,0
589,6,0
590,6,0
591,6,0
592,6,0
593,6,0
594,6,0
595,6,0
596,6,0
597,6,0
598,6,0
599,6,0
600,6,0
601,6,0
602,6,0
603,6,0
604,6,0
605,6,0
606,6,0
607,6,0
608,6,0
609,6,0
610,6,0
611,6,0
612,6,0
613,6,0
614,6,0
615,6,0
616,6,0
617,6,0
618,6,0
619,6,0
620,6,0
621,6,0
622,6,0
623,6,0
624,6,0
625,6,0
626,6,0
627,6,0
628,6,0
629,6,0
630,6,0
631,6,0
632,6,0
633,6,0
634,6,0
635,6,0
636,6,0
637,6,0
638,6,0
639,6,0
640,6,0
641,6,0
642,6,0
643,6,0
644,6,0
645,6,0
646,6,0
647,6,0
648,6,0
649,6,0
650,6,0
651,6,0
652,6,0
653,6,0
654,6,0
655,6,0
656,6,0
657,6,0
658,6,0
659,6,0
660,6,0
661,6,0
662,6,0
663,6,0
664,6,0
665,6,0
666,5,1
667,5,1
668,5,1
669,5,1
670,5,1
671,5,1
672,5,1
673,5,1
674,5,1
675,5,1
676,5,1
677,5,1
678,5,1
679,5,1
680,5,1
681,5,1
682,5,1
683,5,1
684,5,1
685,5,1
686,5,1
687,5,1
688,5,1
689,5,1
690,5,1
691,5,1
692,5,1
693,5,1
694,5,1
695,5,1
696,5,1
697,5,1
698,5,1
699,5,1
700,5,1
701,5,1
702,5,1
703,5,1
704,5,1
705,5,1
706,5,1
707,5,1
708,5,1
709,5,1
710,5,1
711,5,1
712,5,1
713,5,1
714,5,1
715,5,1
716,5,1
717,5,1
718,5,1
719,5,1
720,5,1
721,5,1
722,5,1
723,5,1
724,5,1
725,5,1
726,5,1
727,5,1
728,5,1
729,5,1
730,5,1
731,5,1
732,5,1
733,5,1
734,5,1
735,5,1
736,5,1
737,5,1
738,5,1
739,5,1
740,5,1
741,5,1
742,5,1
743,5,1
744,5,1
745,5,1
746,5,1
747,5,1
748,5,1
749,5,1
750,5,1
751,5,1
752,5,1
753,5,1
754,5,1
755,5,1
756,5,1
757,5,1
758,5,1
759,5,1
760,5,1
761,5,1
762,5,1
763,5,1
764,5,1
765,5,1
766,5,1
767,5,1
768,5,1
769,5,1
770,5,1
771,5,1
772,5,1
773,5,1
774,5,1
775,5,1
776,5,1
777,5,1
778,5,1
779,5,1
780,5,1
781,5,1
782,5,1
783,5,1
784,5,1
785,6,0
786,6,0
787,6,0
788,6,0
789,6,0
790,6,0
791,6,0
792,6,0
793,6,0
794,6,0
795,6,0
796,6,0
797,6,0
798,6,0
799,6,0
800,6,0
801,6,0
802,6,0
803,6,0
804,6,0
805,6,0
806,6,0
807,6,0
808,6,0
809,6,0
810,6,0
811,6,0
812,6,0
813,6,0
814,6,0
815,6,0
816,6,0
817,6,0
818,6,0
819,6,0
820,6,0
821,6,0
822,6,0
823,6,0
824,6,0
825,6,0
826,6,0
827,6,0
828,6,0
829,6,0
830,6,0
831,6,0
832,6,0
833,6,0
834,6,0
835,6,0
836,6,0
837,6,0
838,6,0
839,6,0
840,6,0
841,6,0
842,6,0
843,6,0
844,6,0
845,6,0
846,6,0
847,6,0
848,6,0
849,6,0
850,6,0
851,6,0
852,6,0
853,6,0
854,6,0
855,6,0
856,6,0
857,6,0
858,6,0
859,6,0
860,6,0
861,6,0
862,6,0
863,6,0
864,6,0
865,6,0
866,6,0
867,6,0
868,6,0
869,6,0
870,6,0
871,6,0
872,6,0
873,6,0
874,6,0
875,6,0
876,6,0
877,6,0
878,6,0
879,6,0
880,6,0
881,6,0
882,6,0
883,6,0
884,6,0
885,6,0
886,6,0
887,6,0
888,6,0
889,6,0
890,6,0
891,6,0
892,6,0
893,6,0
894,6,0
895,6,0
896,6,0
897,6,0
898,6,0
899,6,0
900,6,0
901,6,0
902,6,0
903,6,0
904,6,0
905,6,0
906,6,0
907,6,0
908,6,0
909,6,0
910,6,0
911,6,0
912,6,0
913,6,0
914,6,0
915,6,0
916,6,0
917,6,0
918,6,0
919,6,0
920,6,0
921,6,0
922,6,0
923,6,0
924,6,0
925,6,0
926,6,0
927,6,0
928,6,0
929,6,0
930,6,0
931,6,0
932,6,0
933,6,0
934,6,0
935,6,0
936,6,0
937,6,0
938,6,0
939,6,0
940,6,0
941,6,0
942,6,0
943,6,0
944,6,0
945,6,0
946,6,0
947,6,0
948,6,0
949,6,0
950,6,0
951,6,0
952,6,0
953,6,0
954,6,0
955,6,0
956,6,0
957,6,0
958,6,0
959,6,0
960,6,0
961,6,0
962,6,0
963,6,0
964,6,0
965,6,0
966,6,0
967,6,0
968,6,0
969,6,0
970,6,0
971,6,0
972,6,0
973,6,0
974,6,0
975,6,0
976,6,0
977,6,0
978,6,0
979,6,0
980,6,0
981,6,0
982,6,0
983,6,0
984,6,0
985,6,0
986,6,0
987,6,0
988,6,0
989,6,0
990,6,0
991,6,0
992,6,0
993,6,0
994,6,0
995,6,0
996,6,0
997,6,0
998,6,0
999,6,0
1000,6,0
1001,6,0
1002,6,0
1003,6,0
1004,6,0
1005,6,0
1006,6,0
1007,6,0
1008,6,0
1009,6,0
1010,6,0
1011,6,0
1012,6,0
1013,6,0
1014,6,0
1015,6,0
1016,6,0
1017,6,0
1018,6,0
1019,6,0
1020,6,0
1021,6,0
1022,6,0
1023,6,0
1024,6,0
1025,6,0
1026,6,0
1027,6,0
1028,6,0
1029,6,0
1030,6,0
1031,6,0
1032,6,0
1033,6,0
1034,6,0
1035,6,0
1036,6,0
1037,6,0
1038,6,0
1039,6,0
1040,6,0
1041,6,0
1042,6,0
1043,6,0
1044,6,0
1045,6,0
1046,6,0
1047,6,0
1048,6,0
1049,6,0
1050,6,0
1051,6,0
1052,6,0
1053,6,0
1054,6,0
1055,6,0
1056,6,0
1057,6,0
1058,6,0
1059,6,0
1060,6,0
1061,6,0
1062,6,0
1063,6,0
1064,6,0
1065,6,0
1066,6,0
1067,6,0
1068,6,0
1069,6,0
1070,6,0
1071,6,0
1072,6,0
1073,6,0
1074,6,0
1075,6,0
1076,6,0
1077,6,0
1078,6,0
1079,6,0
1080,6,0
1081,6,0
1082,6,0
1083,6,0
1084,6,0
1085,6,0
1086,6,0
1087,6,0
1088,6,0
1089,6,0
1090,6,0
1091,6,0
1092,6,0
1093,6,0
1094,6,0
1095,6,0
1096,6,0
1097,6,0
1098,6,0
1099,6,0
1100,6,0
1101,6,0
1102,6,0
1103,6,0
1104,6,0
1105,6,0
1106,6,0
1107,6,0
1108,6,0
1109,6,0
1110,6,0
1111,6,0
1112,6,0
1113,6,0
1114,6,0
1115,6,0
1116,6,0
1117,6,0
1118,6,0
1119,6,0
1120,6,0
1121,6,0
1122,6,0
1123,6,0
1124,6,0
1125,6,0
1126,6,0
1127,6,0
1128,6,0
1129,6,0
1130,6,0
1131,6,0
1132,6,0
1133,6,0
1134,6,0
1135,6,0
1136,6,0
1137,6,0
1138,6,0
1139,6,0
1140,6,0
1141,6,0
1142,6,0
1143,6,0
1144,6,0
1145,6,0
1146,6,0
1147,6,0
1148,6,0
1149,6,0
1150,6,0
1151,6,0
1152,6,0
1153,6,0
1154,6,0
1155,6,0
1156,6,0
1157,6,0
1158,6,0
1159,6,0
1160,6,0
1161,6,0
1162,6,0
1163,6,0
1164,6,0
1165,6,0
1166,6,0
1167,6,0
1168,6,0
1169,6,0
1170,6,0
1171,6,0
1172,6,0
1173,6,0
1174,6,0
1175,6,0
1176,6,0
1177,6,0
1178,6,0
1179,6,0
1180,6,0
1181,6,0
1182,6,0
1183,6,0
1184,6,0
1185,6,0
1186,6,0
1187,6,0
1188,6,0
1189,6,0
1190,6,0
1191,6,0
1192,6,0
1193,6,0
1194,6,0
1195,6,0
1196,6,0
1197,6,0
1198,6,0
1199,6,0
1200,6,0
1201,6,0
1202,6,0
1203,6,0
1204,6,0
1205,6,0
1206,6,0
1207,6,0
1208,6,0
1209,6,0
1210,6,0
1211,6,0
1212,6,0
1213,6,0
1214,6,0
1215,6,0
1216,6,0
1217,6,0
1218,6,0
1219,6,0
1220,6,0
1221,6,0
1222,6,0
1223,6,0
1224,6,0
1225,6,0
1226,6,0
1227,6,0
1228,6,0
1229,6,0
1230,6,0
1231,6,0
1232,6,0
1233,6,0
1234,6,0
1235,6,0
1236,6,0
1237,6,0
1238,6,0
1239,6,0
1240,6,0
1241,6,0
1242,6,0
1243,6,0
1244,6,0
1245,6,0
1246,6,0
1247,6,0
1248,6,0
1249,6,0
1250,6,0
1251,6,0
1252,6,0
1253,6,0
1254,6,0
1255,6,0
1256,6,0
1257,6,0
1258,6,0
1259,6,0
1260,6,0
1261,6,0
1262,6,0
1263,6,0
1264,6,0
1265,6,0
1266,6,0
1267,6,0
1268,6,0
1269,6,0
1270,6,0
1509,6,0
1510,6,0
1511,6,0
1512,6,0
1513,6,0
1514,6,0
1515,6,0
1516,6,0
1517,6,0
1518,6,0
1519,6,0
1520,6,0
1521,6,0
1522,6,0
1523,6,0
1524,6,0
1525,6,0
1526,6,0
1527,6,0
1528,6,0
1529,6,0
1530,6,0
1531,6,0
1532,6,0
1533,6,0
1534,6,0
1535,6,0
1536,6,0
1537,6,0
1538,6,0
1539,6,0
1540,6,0
1541,6,0
1542,6,0
1543,6,0
1544,6,0
1545,6,0
1546,6,0
1547,6,0
1548,6,0
1549,6,0
1550,6,0
1551,6,0
1552,6,0
1553,6,0
1554,6,0
1555,6,0
1556,6,0
1557,6,0
1558,6,0
1559,6,0
1560,6,0
1561,6,0
1562,6,0
1563,6,0
1564,6,0
1565,6,0
1566,6,0
1567,6,0
1568,6,0
1569,6,0
1570,6,0
1571,6,0
1572,6,0
1573,6,0
1574,6,0
1575,6,0
1576,6,0
1577,6,0
1578,6,0
1579,6,0
1580,6,0
1581,6,0
1582,6,0
1583,6,0
1584,6,0
1585,6,0
1586,6,0
1587,6,0
1588,6,0
1589,6,0
1590,6,0
1591,6,0
1592,6,0
1593,6,0
1594,6,0
1595,6,0
1596,6,0
1597,6,0
1598,6,0
1599,6,0
1600,6,0
1601,6,0
1602,6,0
1603,6,0
1604,6,0
1605,6,0
1606,6,0
1607,6,0
1608,6,0
1609,6,0
1610,6,0
1611,6,0
1612,6,0
1613,6,0
1614,6,0
1615,6,0
1616,6,0
1617,6,0
1618,6,0
1619,6,0
1620,6,0
1621,6,0
1622,6,0
1623,6,0
1624,6,0
1625,6,0
1626,6,0
1627,6,0
1628,6,0
1629,6,0
1630,6,0
1631,6,0
1632,6,0
1633,6,0
1634,6,0
1635,6,0
1636,6,0
1637,6,0
1638,6,0
1639,6,0
1640,6,0
1641,6,0
1642,6,0
1643,6,0
1644,6,0
1645,6,0
1646,6,0
1647,6,0
1648,6,0
1649,6,0
1650,6,0
1651,6,0
1652,6,0
1653,6,0
1654,6,0
1655,6,0
1656,6,0
1657,6,0
1658,6,0
1659,6,0
1660,6,0
1661,6,0
1662,6,0
1663,6,0
1664,6,0
1665,6,0
1666,6,0
1667,6,0
1668,6,0
1669,6,0
1670,6,0
1671,6,0
1672,6,0
1673,6,0
1674,6,0
1675,6,0
1676,6,0
1677,6,0
1678,6,0
1679,6,0
1680,6,0
1681,6,0
1682,6,0
1683,6,0
1684,6,0
1685,6,0
1686,6,0
1687,6,0
1688,6,0
1689,6,0
1690,6,0
1691,6,0
1692,6,0
1693,6,0
1694,6,0
1695,6,0
1696,6,0
1697,6,0
1698,6,0
1699,6,0
1700,6,0
1701,6,0
1702,6,0
1703,6,0
1704,6,0
1705,6,0
1706,6,0
1707,6,0
1708,6,0
1709,6,0
1710,6,0
1711,6,0
1712,6,0
1713,6,0
1714,6,0
1715,6,0
1716,6,0
1717,6,0
1718,6,0
1719,6,0
1720,6,0
1721,6,0
1722,6,0
1723,6,0
1724,6,0
1725,6,0
1726,6,0
1727,6,0
1728,6,0
1729,6,0
1730,6,0
1731,6,0
1732,6,0
1733,6,0
1734,6,0
1735,6,0
1736,6,0
1737,6,0
1738,6,0
1739,6,0
1740,6,0
1741,6,0
1742,6,0
1743,6,0
1744,6,0
1745,6,0
1746,6,0
1747,6,0
1748,6,0
1749,6,0
1750,6,0
1751,6,0
1752,6,0
1753,6,0
1754,6,0
1755,6,0
1756,6,0
1757,6,0
1758,6,0
1759,6,0
1760,6,0
1761,6,0
1762,6,0
1763,6,0
1764,6,0
1765,6,0
1766,6,0
1767,6,0
1768,6,0
1769,6,0
1770,6,0
1771,6,0
1772,6,0
1773,6,0
1774,6,0
1775,6,0
1776,6,0
1777,6,0
1778,6,0
1779,6,0
1780,6,0
1781,6,0
1782,6,0
1783,6,0
1784,6,0
1785,6,0
1786,6,0
1787,6,0
1788,6,0
1789,6,0
1790,6,0
1791,6,0
1792,6,0
1793,6,0
1794,6,0
1795,6,0
1796,6,0
1797,6,0
1798,6,0
1799,6,0
1800,6,0
1801,6,0
1802,6,0
1803,6,0
1804,6,0
1805,6,0
1806,6,0
1807,6,0
1808,6,0
1809,6,0
1810,6,0
1811,6,0
1812,6,0
1813,6,0
1814,6,0
1815,6,0
1816,6,0
1817,6,0
1818,6,0
1819,6,0
1820,6,0
1821,6,0
1822,6,0
1823,6,0
1824,6,0
1825,6,0
1826,6,0
1827,6,0
1828,6,0
1829,6,0
1830,6,0
1831,6,0
1832,6,0
1833,6,0
1834,6,0
1835,6,0
1836,6,0
1837,6,0
1838,6,0
1839,6,0
1840,6,0
1841,6,0
1842,6,0
1843,6,0
1844,6,0
1845,6,0
1846,6,0
1847,6,0
1848,6,0
1849,6,0
1850,6,0
1851,6,0
1852,6,0
1853,6,0
1854,6,0
1855,6,0
1856,6,0
1857,6,0
1858,6,0
1859,6,0
1860,6,0
1861,6,0
1862,6,0
1863,6,0
1864,6,0
1865,6,0
1866,6,0
1867,6,0
1868,6,0
1869,6,0
1870,6,0
1871,6,0
1872,6,0
1873,6,0
1874,6,0
1875,6,0
1876,6,0
1877,6,0
1878,6,0
1879,6,0
1880,6,0
1881,6,0
1882,6,0
1883,6,0
1884,6,0
1885,6,0
1886,6,0
1887,6,0
1888,6,0
1889,6,0
1890,6,0
1891,6,0
1892,6,0
1893,6,0
1894,6,0
1895,6,0
1896,6,0
1897,6,0
1898,6,0
1899,6,0
1900,6,0
1901,6,0
1902,6,0
1903,6,0
1904,6,0
1905,6,0
1906,6,0
1907,6,0
1908,6,0
1909,6,0
1910,6,0
1911,6,0
1912,6,0
1913,6,0
1914,6,0
1915,6,0
1916,6,0
1917,6,0
1918,6,0
1919,6,0
1920,6,0
1921,6,0
1922,6,0
1923,6,0
1924,6,0
1925,6,0
1926,6,0
1927,6,0
1928,6,0
1929,6,0
1930,6,0
1931,6,0
1932,6,0
1933,6,0
1934,6,0
1935,6,0
1936,6,0
1937,6,0
1938,6,0
1939,6,0
1940,6,0
1941,6,0
1942,6,0
1943,6,0
1944,6,0
1945,6,0
1946,6,0
1947,6,0
1948,6,0
1949,6,0
1950,6,0
1951,6,0
1952,6,0
1953,6,0
1954,6,0
1955,6,0
1956,6,0
1957,6,0
1958,6,0
1959,6,0
1960,6,0
1961,6,0
1962,6,0
1963,6,0
1964,6,0
1965,6,0
1966,6,0
1967,6,0
1968,6,0
1969,6,0
1970,6,0
1971,6,0
1972,6,0
1973,6,0
1974,6,0
1975,6,0
1976,6,0
1977,6,0
1978,6,0
1979,6,0
1980,6,0
1981,6,0
1982,6,0
1983,6,0
1984,6,0
1985,6,0
1986,6,0
1987,6,0
1988,6,0
1989,6,0
1990,6,0
1991,6,0
1992,6,0
1993,6,0
1994,6,0
1995,6,0
1996,6,0
1997,6,0
1998,6,0
1999,6,0
2000,6,0
2001,6,0
2002,6,0
2003,6,0
2004,6,0
2005,6,0
2006,6,0
2007,6,0
2008,6,0
2009,6,0
2010,6,0
2011,6,0
2012,6,0
2013,6,0
2014,6,0
2015,6,0
2016,6,0
2017,6,0
2018,6,0
2019,6,0
2020,6,0
2021,6,0
2022,6,0
2023,6,0
2024,6,0
2025,6,0
2026,6,0
2027,6,0
2028,6,0
2029,6,0
2030,6,0
2031,6,0
2032,6,0
2033,6,0
2034,6,0
2035,6,0
2036,6,0
2037,6,0
2038,6,0
2039,6,0
2040,6,0
2041,6,0
2042,6,0
2043,6,0
2044,6,0
2045,6,0
2046,6,0
2047,6,0
2048,6,0
2049,6,0
2050,6,0
2051,6,0
2052,6,0
2053,6,0
2054,6,0
2055,6,0
2056,6,0
2057,6,0
2058,6,0
2059,6,0
2060,6,0
2061,6,0
2062,6,0
2063,6,0
2064,6,0
2065,6,0
2066,6,0
2067,6,0
2068,6,0
2069,6,0
2070,6,0
2071,6,0
2072,6,0
2073,6,0
2074,6,0
2075,6,0
2076,6,0
2077,6,0
2078,6,0
2079,6,0
2080,6,0
2081,6,0
2082,6,0
2083,6,0
2084,6,0
2085,6,0
2086,6,0
2087,6,0
2088,6,0
2089,6,0
2090,6,0
2091,6,0
2092,6,0
2093,6,0
2094,6,0
2095,6,0
2096,6,0
2097,6,0
2098,6,0
2099,6,0
2100,6,0
2101,6,0
2102,6,0
2103,6,0
2104,6,0
2105,6,0
2106,6,0
2107,6,0
2108,6,0
2109,6,0
2110,6,0
2111,6,0
2112,6,0
2113,6,0
2114,6,0
2115,6,0
2116,6,0
2117,6,0
2118,6,0
2119,6,0
2120,6,0
2121,6,0
2122,6,0
2123,6,0
2124,6,0
2125,6,0
2126,6,0
2127,6,0
2128,6,0
2129,6,0
2130,6,0
2131,6,0
2132,6,0
2133,6,0
2134,6,0
2135,6,0
2136,6,0
2137,6,0
2138,6,0
2139,6,0
2140,6,0
2141,6,0
2142,6,0
2143,6,0
2144,6,0
2145,6,0
2146,6,0
2147,6,0
2148,6,0
2149,6,0
2150,6,0
2151,6,0
2152,6,0
2153,6,0
2154,6,0
2155,6,0
2156,6,0
2157,6,0
2158,6,0
2159,6,0
2160,6,0
2161,6,0
2162,6,0
2163,6,0
2164,6,0
2165,6,0
2166,6,0
2167,6,0
2168,6,0
2169,6,0
2170,6,0
2171,6,0
2172,6,0
2173,6,0
2174,6,0
2175,6,0
2176,6,0
2177,6,0
2178,6,0
2179,6,0
2180,6,0
2181,6,0
2182,6,0
2183,6,0
2184,6,0
2185,6,0
2186,6,0
2187,6,0
2188,6,0
2189,6,0
2190,6,0
2191,6,0
2192,6,0
2193,6,0
2194,6,0
2195,6,0
2196,6,0
2197,6,0
2198,6,0
2199,6,0
2200,6,0
2201,6,0
2202,6,0
2203,6,0
2204,6,0
2205,6,0
2206,6,0
2207,6,0
2208,6,0
2209,6,0
2210,6,0
2211,6,0
2212,6,0
2213,6,0
2214,6,0
2215,6,0
2216,6,0
2217,6,0
2218,6,0
2219,6,0
2220,6,0
2221,6,0
2222,6,0
2223,6,0
2224,6,0
2225,6,0
2226,6,0
2227,6,0
2228,6,0
2229,6,0
2230,6,0
2231,6,0
2232,6,0
2233,6,0
2234,6,0
2235,6,0
2236,6,0
2237,6,0
2238,6,0
2239,6,0
2240,6,0
2241,6,0
2242,6,0
2243,6,0
2244,6,0
2245,6,0
2246,6,0
2247,6,0
2248,6,0
2249,6,0
2250,6,0
2251,6,0
2252,6,0
2253,6,0
2254,6,0
2255,6,0
2256,6,0
2257,6,0
2258,6,0
2259,6,0
2260,6,0
2261,6,0
2262,6,0
2263,6,0
2264,6,0
2265,6,0
2266,6,0
2267,6,0
2268,6,0
2269,6,0
2270,6,0
2271,6,0
2272,6,0
2273,6,0
2274,6,0
2275,6,0
2276,6,0
2277,6,0
2278,6,0
2279,6,0
2280,6,0
2281,6,0
2282,6,0
2283,6,0
2284,6,0
2285,6,0
2286,6,0
2287,6,0
2288,6,0
2289,6,0
2290,6,0
2291,6,0
2292,6,0
2293,6,0
2294,6,0
2295,6,0
2296,6,0
2297,6,0
2298,6,0
2299,6,0
2300,6,0
2301,6,0
2302,6,0
2303,6,0
2304,6,0
2305,6,0
2306,6,0
2307,6,0
2308,6,0
2309,6,0
2310,6,0
2311,6,0
2312,6,0
2313,6,0
2314,6,0
2315,6,0
2316,6,0
2317,6,0
2318,6,0
2319,6,0
2320,6,0
2321,6,0
2322,6,0
2323,6,0
2324,6,0
2325,6,0
2326,6,0
2327,6,0
2328,6,0
2329,6,0
2330,6,0
2331,6,0
2332,6,0
2333,6,0
2334,6,0
2335,6,0
2336,6,0
2337,6,0
2338,6,0
2339,6,0
2340,6,0
2341,6,0
2342,6,0
2343,6,0
2344,6,0
2345,6,0
2346,6,0
2347,6,0
2348,6,0
2349,6,0
2350,6,0
2351,6,0
2352,6,0
2353,6,0
2354,6,0
2355,6,0
2356,6,0
2357,6,0
2358,6,0
2359,6,0
2360,6,0
2361,6,0
2362,5,1
2363,5,1
2364,5,1
2365,5,1
2366,5,1
2367,5,1
2368,5,1
2369,5,1
2370,5,1
2371,5,1
2372,5,1
2373,5,1
2374,5,1
2375,5,1
2376,5,1
2377,5,1
2378,5,1
2379,5,1
2380,5,1
2381,5,1
2382,5,1
2383,5,1
2384,5,1
2385,5,1
2386,5,1
2387,5,1
2388,5,1
2389,5,1
2390,5,1
2391,5,1
2392,5,1
2393,5,1
2394,5,1
2395,5,1
2396,5,1
2397,5,1
2398,5,1
2399,5,1
2400,5,1
2401,5,1
2402,5,1
2403,5,1
2404,5,1
2405,5,1
2406,5,1
2407,5,1
2408,5,1
2409,5,1
2410,5,1
2411,5,1
2412,5,1
2413,5,1
2414,5,1
2415,5,1
2416,5,1
2417,5,1
2418,5,1
2419,5,1
2420,5,1
2421,5,1
2422,5,1
2423,5,1
2424,5,1
2425,5,1
2426,5,1
2427,5,1
2428,5,1
2429,5,1
2430,5,1
2431,5,1
2432,5,1
2433,5,1
